CMDLINE /mnt/data/apps/miniconda3/envs/radar_sort/bin/python3.11 main_pipeline.py --no-skip-existing
MEM 0.250000 1753873410.6963
MEM 25.664062 1753873410.7968
MEM 43.468750 1753873410.8973
MEM 57.910156 1753873410.9978
MEM 79.535156 1753873411.0983
MEM 99.292969 1753873411.1987
MEM 178.917969 1753873411.2993
MEM 328.292969 1753873411.4000
MEM 352.542969 1753873411.5005
MEM 403.917969 1753873411.6011
MEM 420.667969 1753873411.7015
MEM 434.917969 1753873411.8020
MEM 440.042969 1753873411.9025
MEM 446.292969 1753873412.0030
MEM 450.417969 1753873412.1035
MEM 458.417969 1753873412.2040
MEM 489.167969 1753873412.3046
MEM 495.042969 1753873412.4049
MEM 523.187500 1753873412.5054
MEM 532.187500 1753873412.6059
MEM 546.312500 1753873412.7064
MEM 546.312500 1753873412.8070
MEM 546.312500 1753873412.9075
MEM 546.312500 1753873413.0080
MEM 546.312500 1753873413.1086
MEM 546.312500 1753873413.2092
MEM 546.312500 1753873413.3100
MEM 546.312500 1753873413.4106
MEM 546.312500 1753873413.5114
MEM 546.312500 1753873413.6120
MEM 546.312500 1753873413.7127
MEM 546.312500 1753873413.8132
MEM 546.312500 1753873413.9138
MEM 546.312500 1753873414.0142
MEM 546.312500 1753873414.1149
MEM 546.312500 1753873414.2155
MEM 546.312500 1753873414.3160
MEM 546.312500 1753873414.4166
MEM 546.312500 1753873414.5169
MEM 546.312500 1753873414.6175
MEM 546.562500 1753873414.7181
MEM 558.062500 1753873414.8185
MEM 560.187500 1753873414.9190
MEM 568.812500 1753873415.0195
MEM 577.687500 1753873415.1200
MEM 587.601562 1753873415.2205
MEM 595.351562 1753873415.3211
MEM 595.351562 1753873415.4216
MEM 607.851562 1753873415.5221
MEM 607.851562 1753873415.6226
MEM 620.351562 1753873415.7232
MEM 633.101562 1753873415.8238
MEM 614.121094 1753873415.9244
MEM 614.121094 1753873416.0248
MEM 596.140625 1753873416.1254
MEM 601.515625 1753873416.2259
MEM 601.515625 1753873416.3265
MEM 613.890625 1753873416.4270
MEM 613.890625 1753873416.5275
MEM 626.765625 1753873416.6280
MEM 639.265625 1753873416.7286
MEM 639.390625 1753873416.8291
MEM 639.390625 1753873416.9296
MEM 639.390625 1753873417.0302
MEM 639.390625 1753873417.1307
MEM 639.390625 1753873417.2313
MEM 639.390625 1753873417.3318
MEM 639.390625 1753873417.4321
MEM 639.390625 1753873417.5326
MEM 651.890625 1753873417.6331
MEM 651.890625 1753873417.7337
MEM 612.808594 1753873417.8343
MEM 612.808594 1753873417.9347
MEM 613.058594 1753873418.0351
MEM 613.308594 1753873418.1356
MEM 613.308594 1753873418.2361
MEM 625.433594 1753873418.3364
MEM 625.433594 1753873418.4368
MEM 638.058594 1753873418.5374
MEM 650.683594 1753873418.6379
MEM 650.683594 1753873418.7382
MEM 650.683594 1753873418.8386
MEM 613.296875 1753873418.9392
MEM 613.296875 1753873419.0394
MEM 613.296875 1753873419.1399
MEM 613.296875 1753873419.2405
MEM 614.796875 1753873419.3410
MEM 614.796875 1753873419.4414
MEM 627.296875 1753873419.5420
MEM 627.296875 1753873419.6425
MEM 640.046875 1753873419.7430
MEM 640.046875 1753873419.8435
MEM 608.066406 1753873419.9440
MEM 608.066406 1753873420.0445
MEM 608.066406 1753873420.1450
MEM 608.066406 1753873420.2455
MEM 620.191406 1753873420.3461
MEM 620.191406 1753873420.4467
MEM 632.816406 1753873420.5472
MEM 632.816406 1753873420.6477
MEM 645.441406 1753873420.7483
MEM 645.441406 1753873420.8488
MEM 608.167969 1753873420.9493
